Orthogroup	UP000070043	UP000070149	UP000070599	UP000185561	UP000186063	UP000186209	UP000186239	UP000186851	UP000228988	UP000245584	UP000265899	UP000266048	UP000266374	UP000274362	UP000279561	UP000315391	UP000315475	UP000315741	UP000315921	UP000317027	UP000317179	UP000317346	UP000317403	UP000317466	UP000317680	UP000318115	UP000318839	UP000318994	UP000319007	UP000319077	UP000319869	UP000319889	UP000320434	UP000320621	UP000320670	UP000320844	UP000320864	UP000321408	UP000322103	UP000322882	UP000323018	UP000324665	UP000538462	UP000556275	UP000610226	UP000619436	UP000621573	UP000625964	UP000634061	UP000645858	UP000678182	UP000696993	UP000700897	UP000706067	UP000721749	UP000723406	UP000729503	UP000738095	UP000751408	UP000760201	UP000771954	UP000775429	UP000777023	UP000825566	UP000825906	UP000826397	UP000826686	UP000826833
OG0020513																																																								MBN2229006.1												
OG0020514																																																								MBN2229035.1												
OG0020515																																																								MBN2229037.1												
OG0020516																																																								MBN2229038.1												
OG0020517																																																								MBN2229039.1												
OG0020518																																																								MBN2229046.1												
OG0020519																																																								MBN2229047.1												
OG0020520																																																								MBN2229050.1												
OG0020521																																																								MBN2229058.1												
OG0020522																																																								MBN2229064.1												
OG0020523																																																								MBN2229071.1												
OG0020524																																																								MBN2229077.1												
OG0020525																																																								MBN2229081.1												
OG0020526																																																								MBN2229082.1												
OG0020527																																																								MBN2229083.1												
OG0020528																																																								MBN2229085.1												
OG0020529																																																								MBN2229116.1												
OG0020530																																																								MBN2229128.1												
OG0020531																																																								MBN2229222.1												
OG0020532																																																								MBN2229232.1												
OG0020533																																																								MBN2229238.1												
OG0020534																																																								MBN2229302.1												
OG0020535																																																								MBN2229344.1												
OG0020536																																																								MBN2229348.1												
OG0020537																																																								MBN2229349.1												
OG0020538																																																								MBN2229350.1												
OG0020539																																																								MBN2229351.1												
OG0020540																																																								MBN2229536.1												
OG0020541																																																								MBN2229538.1												
OG0020542																																																								MBN2229554.1												
OG0020543																																																								MBN2229646.1												
OG0020544																																																								MBN2229649.1												
OG0020545																																																								MBN2229650.1												
OG0020546																																																								MBN2229659.1												
OG0020547																																																								MBN2229678.1												
OG0020548																																																								MBN2229679.1												
OG0020549																																																								MBN2229680.1												
OG0020550																																																								MBN2229682.1												
OG0020551																																																								MBN2229683.1												
OG0020552																																																								MBN2229747.1												
OG0020553																																																								MBN2229766.1												
OG0020554																																																								MBN2229800.1												
OG0020555																																																								MBN2229865.1												
OG0020556																																																								MBN2229867.1												
OG0020557																																																								MBN2229945.1												
OG0020558																																																								MBN2229958.1												
OG0020559																																																								MBN2229959.1												
OG0020560																																																								MBN2229966.1												
OG0020561																																																								MBN2229967.1												
OG0020562																																																								MBN2229968.1												
OG0020563																																																								MBN2229969.1												
OG0020564																																																								MBN2229983.1												
OG0020565																																																								MBN2229992.1												
OG0020566																																																								MBN2230005.1												
OG0020567																																																								MBN2230007.1												
OG0020568																																																								MBN2230009.1												
OG0020569																																																								MBN2230010.1												
OG0020570																																																								MBN2230072.1												
OG0020571																																																								MBN2230157.1												
OG0020572																																																								MBN2230167.1												
OG0020573																																																								MBN2230169.1												
OG0020574																																																								MBN2230170.1												
OG0020575																																																								MBN2230173.1												
OG0020576																																																								MBN2230174.1												
OG0020577																																																								MBN2230175.1												
OG0020578																																																								MBN2230184.1												
OG0020579																																																								MBN2230191.1												
OG0020580																																																								MBN2230196.1												
OG0020581																																																								MBN2230198.1												
OG0020582																																																								MBN2230200.1												
OG0020583																																																								MBN2230273.1												
OG0020584																																																								MBN2230274.1												
OG0020585																																																								MBN2230278.1												
OG0020586																																																								MBN2230282.1												
OG0020587																																																								MBN2230284.1												
OG0020588																																																								MBN2230285.1												
OG0020589																																																								MBN2230288.1												
OG0020590																																																								MBN2230299.1												
OG0020591																																																								MBN2230307.1												
OG0020592																																																								MBN2230325.1												
OG0020593																																																								MBN2230338.1												
OG0020594																																																								MBN2230339.1												
OG0020595																																																								MBN2230354.1												
OG0020596																																																								MBN2230442.1												
OG0020597																																																								MBN2230444.1												
OG0020598																																																								MBN2230517.1												
OG0020599																																																								MBN2230518.1												
OG0020600																																																								MBN2230519.1												
OG0020601																																																								MBN2230520.1												
OG0020602																																																								MBN2230522.1												
OG0020603																																																								MBN2230715.1												
OG0020604																																																								MBN2230717.1												
OG0020605																																																								MBN2230718.1												
OG0020606																																																								MBN2230719.1												
OG0020607																																																								MBN2230720.1												
OG0020608																																																								MBN2230721.1												
OG0020609																																																								MBN2230723.1												
OG0020610																																																								MBN2230724.1												
OG0020611																																																								MBN2230725.1												
OG0020612																																																								MBN2230729.1												
OG0020613																																																								MBN2230736.1												
OG0020614																																																								MBN2230764.1												
OG0020615																																																								MBN2230768.1												
OG0020616																																																								MBN2230769.1												
OG0020617																																																								MBN2230780.1												
OG0020618																																																								MBN2230782.1												
OG0020619																																																								MBN2230787.1												
OG0020620																																																								MBN2230789.1												
OG0020621																																																								MBN2230792.1												
OG0020622																																																								MBN2230818.1												
OG0020623																																																								MBN2230821.1												
OG0020624																																																								MBN2230825.1												
OG0020625																																																								MBN2230860.1												
OG0020626																																																								MBN2230862.1												
OG0020627																																																								MBN2230871.1												
OG0020628																																																								MBN2230875.1												
OG0020629																																																								MBN2230876.1												
OG0020630																																																								MBN2230877.1												
OG0020631																																																								MBN2230879.1												
OG0020632																																																								MBN2230883.1												
OG0020633																																																								MBN2230884.1												
OG0020634																																																								MBN2230885.1												
OG0020635																																																								MBN2230887.1												
OG0020636																																																								MBN2230888.1												
OG0020637																																																								MBN2230909.1												
OG0020638																																																								MBN2230938.1												
OG0020639																																																								MBN2231020.1												
OG0020640																																																								MBN2231029.1												
OG0020641																																																								MBN2231030.1												
OG0020642																																																								MBN2231031.1												
OG0020643																																																								MBN2231036.1												
OG0020644																																																								MBN2231045.1												
OG0020645																																																								MBN2231046.1												
OG0020646																																																								MBN2231047.1												
OG0020647																																																								MBN2231048.1												
OG0020648																																																								MBN2231054.1												
OG0020649																																																								MBN2231056.1												
OG0020650																																																								MBN2231084.1												
OG0020651																																																								MBN2231093.1												
OG0020652																																																								MBN2231096.1												
OG0020653																																																								MBN2231097.1												
OG0020654																																																								MBN2231098.1												
OG0020655																																																								MBN2231102.1												
OG0020656																																																								MBN2231105.1												
OG0020657																																																								MBN2231161.1												
OG0020658																																																								MBN2231187.1												
OG0020659																																																									MBY9002385.1											
OG0020660																																																									MBY9002469.1											
OG0020661																																																									MBY9002478.1											
OG0020662																																																									MBY9002526.1											
OG0020663																																																									MBY9002581.1											
OG0020664																																																									MBY9002685.1											
OG0020665																																																									MBY9002699.1											
OG0020666																																																									MBY9002702.1											
OG0020667																																																									MBY9002714.1											
OG0020668																																																									MBY9002717.1											
OG0020669																																																									MBY9002838.1											
OG0020670																																																									MBY9002855.1											
OG0020671																																																									MBY9003090.1											
OG0020672																																																									MBY9003161.1											
OG0020673																																																									MBY9003368.1											
OG0020674																																																									MBY9003383.1											
OG0020675																																																									MBY9003552.1											
OG0020676																																																									MBY9003553.1											
OG0020677																																																									MBY9003670.1											
OG0020678																																																									MBY9003734.1											
OG0020679																																																									MBY9003767.1											
OG0020680																																																									MBY9003783.1											
OG0020681																																																									MBY9003805.1											
OG0020682																																																									MBY9003873.1											
OG0020683																																																									MBY9003946.1											
OG0020684																																																									MBY9003955.1											
OG0020685																																																									MBY9003981.1											
OG0020686																																																									MBY9004104.1											
OG0020687																																																									MBY9004119.1											
OG0020688																																																									MBY9004126.1											
OG0020689																																																									MBY9004142.1											
OG0020690																																																									MBY9004143.1											
OG0020691																																																									MBY9004151.1											
OG0020692																																																									MBY9004217.1											
OG0020693																																																									MBY9004255.1											
OG0020694																																																									MBY9004326.1											
OG0020695																																																									MBY9004386.1											
OG0020696																																																									MBY9004400.1											
OG0020697																																																									MBY9004407.1											
OG0020698																																																									MBY9004446.1											
OG0020699																																																									MBY9004448.1											
OG0020700																																																									MBY9004481.1											
OG0020701																																																									MBY9004488.1											
OG0020702																																																									MBY9004603.1											
OG0020703																																																									MBY9004720.1											
OG0020704																																																									MBY9004724.1											
OG0020705																																																									MBY9004729.1											
OG0020706																																																									MBY9004822.1											
OG0020707																																																									MBY9004898.1											
OG0020708																																																									MBY9004906.1											
OG0020709																																																									MBY9004924.1											
OG0020710																																																									MBY9004935.1											
OG0020711																																																									MBY9004944.1											
OG0020712																																																									MBY9004947.1											
OG0020713																																																									MBY9004968.1											
OG0020714																																																									MBY9004999.1											
OG0020715																																																									MBY9005010.1											
OG0020716																																																									MBY9005037.1											
OG0020717																																																									MBY9005058.1											
OG0020718																																																									MBY9005063.1											
OG0020719																																																									MBY9005072.1											
OG0020720																																																									MBY9005090.1											
OG0020721																																																									MBY9005119.1											
OG0020722																																																										MBY9005132.1										
OG0020723																																																										MBY9005203.1										
OG0020724																																																										MBY9005246.1										
OG0020725																																																										MBY9005267.1										
OG0020726																																																										MBY9005278.1										
OG0020727																																																										MBY9005311.1										
OG0020728																																																										MBY9005352.1										
OG0020729																																																										MBY9005367.1										
OG0020730																																																										MBY9005371.1										
OG0020731																																																										MBY9005373.1										
OG0020732																																																										MBY9005380.1										
OG0020733																																																										MBY9005381.1										
OG0020734																																																										MBY9005397.1										
OG0020735																																																										MBY9005400.1										
OG0020736																																																										MBY9005443.1										
OG0020737																																																										MBY9005487.1										
OG0020738																																																										MBY9005488.1										
OG0020739																																																										MBY9005489.1										
OG0020740																																																										MBY9005492.1										
OG0020741																																																										MBY9005493.1										
OG0020742																																																										MBY9005495.1										
OG0020743																																																										MBY9005512.1										
OG0020744																																																										MBY9005531.1										
OG0020745																																																										MBY9005538.1										
OG0020746																																																										MBY9005555.1										
OG0020747																																																										MBY9005597.1										
OG0020748																																																										MBY9005598.1										
OG0020749																																																										MBY9005603.1										
OG0020750																																																										MBY9005639.1										
OG0020751																																																										MBY9005643.1										
OG0020752																																																										MBY9005683.1										
OG0020753																																																										MBY9005685.1										
OG0020754																																																										MBY9005829.1										
OG0020755																																																										MBY9005846.1										
OG0020756																																																										MBY9005848.1										
OG0020757																																																										MBY9005851.1										
OG0020758																																																										MBY9005855.1										
OG0020759																																																										MBY9005874.1										
OG0020760																																																										MBY9005900.1										
OG0020761																																																										MBY9005912.1										
OG0020762																																																										MBY9005913.1										
OG0020763																																																										MBY9005938.1										
OG0020764																																																										MBY9005941.1										
OG0020765																																																										MBY9005942.1										
OG0020766																																																										MBY9005962.1										
OG0020767																																																										MBY9005963.1										
OG0020768																																																										MBY9005966.1										
OG0020769																																																										MBY9005967.1										
OG0020770																																																										MBY9005973.1										
OG0020771																																																										MBY9005975.1										
OG0020772																																																										MBY9005988.1										
OG0020773																																																										MBY9005998.1										
OG0020774																																																										MBY9006035.1										
OG0020775																																																										MBY9006036.1										
OG0020776																																																										MBY9006049.1										
OG0020777																																																										MBY9006057.1										
OG0020778																																																										MBY9006068.1										
OG0020779																																																										MBY9006070.1										
OG0020780																																																										MBY9006074.1										
OG0020781																																																										MBY9006083.1										
OG0020782																																																										MBY9006085.1										
OG0020783																																																										MBY9006086.1										
OG0020784																																																										MBY9006109.1										
OG0020785																																																										MBY9006132.1										
OG0020786																																																										MBY9006133.1										
OG0020787																																																										MBY9006134.1										
OG0020788																																																										MBY9006151.1										
OG0020789																																																										MBY9006201.1										
OG0020790																																																										MBY9006224.1										
OG0020791																																																										MBY9006236.1										
OG0020792																																																										MBY9006272.1										
OG0020793																																																										MBY9006274.1										
OG0020794																																																										MBY9006276.1										
OG0020795																																																										MBY9006277.1										
OG0020796																																																										MBY9006278.1										
OG0020797																																																										MBY9006279.1										
OG0020798																																																										MBY9006281.1										
OG0020799																																																										MBY9006282.1										
OG0020800																																																										MBY9006283.1										
OG0020801																																																										MBY9006284.1										
OG0020802																																																										MBY9006285.1										
OG0020803																																																										MBY9006287.1										
OG0020804																																																										MBY9006341.1										
OG0020805																																																										MBY9006344.1										
OG0020806																																																										MBY9006351.1										
OG0020807																																																										MBY9006401.1										
OG0020808																																																										MBY9006405.1										
OG0020809																																																										MBY9006414.1										
OG0020810																																																										MBY9006423.1										
OG0020811																																																										MBY9006437.1										
OG0020812																																																										MBY9006440.1										
OG0020813																																																										MBY9006451.1										
OG0020814																																																										MBY9006465.1										
OG0020815																																																										MBY9006474.1										
OG0020816																																																										MBY9006498.1										
OG0020817																																																										MBY9006515.1										
OG0020818																																																										MBY9006522.1										
OG0020819																																																										MBY9006523.1										
OG0020820																																																										MBY9006525.1										
OG0020821																																																										MBY9006528.1										
OG0020822																																																										MBY9006547.1										
OG0020823																																																										MBY9006548.1										
OG0020824																																																										MBY9006580.1										
OG0020825																																																										MBY9006585.1										
OG0020826																																																										MBY9006586.1										
OG0020827																																																										MBY9006600.1										
OG0020828																																																										MBY9006685.1										
OG0020829																																																										MBY9006689.1										
OG0020830																																																										MBY9006694.1										
OG0020831																																																										MBY9006792.1										
OG0020832																																																										MBY9006850.1										
OG0020833																																																										MBY9006867.1										
OG0020834																																																										MBY9006881.1										
OG0020835																																																										MBY9006895.1										
OG0020836																																																										MBY9006915.1										
OG0020837																																																										MBY9006949.1										
OG0020838																																																										MBY9006964.1										
OG0020839																																																										MBY9006994.1										
OG0020840																																																										MBY9006995.1										
OG0020841																																																										MBY9007042.1										
OG0020842																																																										MBY9007048.1										
OG0020843																																																										MBY9007057.1										
OG0020844																																																										MBY9007065.1										
OG0020845																																																										MBY9007089.1										
OG0020846																																																										MBY9007102.1										
OG0020847																																																										MBY9007121.1										
OG0020848																																																										MBY9007144.1										
OG0020849																																																										MBY9007145.1										
OG0020850																																																										MBY9007146.1										
OG0020851																																																										MBY9007175.1										
OG0020852																																																										MBY9007186.1										
OG0020853																																																										MBY9007192.1										
OG0020854																																																										MBY9007230.1										
OG0020855																																																										MBY9007305.1										
OG0020856																																																										MBY9007321.1										
OG0020857																																																										MBY9007327.1										
OG0020858																																																										MBY9007334.1										
OG0020859																																																										MBY9007340.1										
OG0020860																																																										MBY9007343.1										
OG0020861																																																										MBY9007370.1										
OG0020862																																																										MBY9007371.1										
OG0020863																																																										MBY9007373.1										
OG0020864																																																										MBY9007376.1										
OG0020865																																																										MBY9007401.1										
OG0020866																																																										MBY9007414.1										
OG0020867																																																										MBY9007459.1										
OG0020868																																																										MBY9007490.1										
OG0020869																																																										MBY9007492.1										
OG0020870																																																										MBY9007493.1										
OG0020871																																																										MBY9007497.1										
OG0020872																																																										MBY9007526.1										
OG0020873																																																										MBY9007531.1										
OG0020874																																																										MBY9007534.1										
OG0020875																																																										MBY9007536.1										
OG0020876																																																										MBY9007578.1										
OG0020877																																																										MBY9007579.1										
OG0020878																																																										MBY9007582.1										
OG0020879																																																										MBY9007594.1										
OG0020880																																																										MBY9007622.1										
OG0020881																																																										MBY9007656.1										
OG0020882																																																										MBY9007672.1										
OG0020883																																																										MBY9007695.1										
OG0020884																																																										MBY9007699.1										
OG0020885																																																										MBY9007704.1										
OG0020886																																																										MBY9007711.1										
OG0020887																																																										MBY9007786.1										
OG0020888																																																										MBY9007796.1										
OG0020889																																																										MBY9007838.1										
OG0020890																																																										MBY9007848.1										
OG0020891																																																										MBY9007859.1										
OG0020892																																																										MBY9007901.1										
OG0020893																																																										MBY9007985.1										
OG0020894																																																										MBY9007987.1										
OG0020895																																																										MBY9007988.1										
OG0020896																																																										MBY9008027.1										
OG0020897																																																										MBY9008033.1										
OG0020898																																																										MBY9008051.1										
OG0020899																																																										MBY9008066.1										
OG0020900																																																										MBY9008067.1										
OG0020901																																																										MBY9008068.1										
OG0020902																																																										MBY9008069.1										
OG0020903																																																										MBY9008070.1										
OG0020904																																																										MBY9008071.1										
OG0020905																																																										MBY9008072.1										
OG0020906																																																										MBY9008137.1										
OG0020907																																																										MBY9008138.1										
OG0020908																																																										MBY9008139.1										
OG0020909																																																										MBY9008140.1										
OG0020910																																																										MBY9008144.1										
OG0020911																																																										MBY9008145.1										
OG0020912																																																										MBY9008183.1										
OG0020913																																																										MBY9008184.1										
OG0020914																																																										MBY9008185.1										
OG0020915																																																										MBY9008197.1										
OG0020916																																																										MBY9008199.1										
OG0020917																																																										MBY9008214.1										
OG0020918																																																											MBY9014048.1									
OG0020919																																																											MBY9014049.1									
OG0020920																																																											MBY9014441.1									
OG0020921																																																											MBY9014507.1									
OG0020922																																																											MBY9014732.1									
OG0020923																																																											MBY9014801.1									
OG0020924																																																											MBY9014903.1									
OG0020925																																																											MBY9014904.1									
OG0020926																																																											MBY9014979.1									
OG0020927																																																											MBY9014999.1									
OG0020928																																																											MBY9015006.1									
OG0020929																																																											MBY9015041.1									
OG0020930																																																											MBY9015042.1									
OG0020931																																																											MBY9015077.1									
OG0020932																																																											MBY9015134.1									
OG0020933																																																											MBY9015135.1									
OG0020934																																																											MBY9015249.1									
OG0020935																																																											MBY9015290.1									
OG0020936																																																											MBY9015448.1									
OG0020937																																																											MBY9015572.1									
OG0020938																																																											MBY9015579.1									
OG0020939																																																											MBY9015738.1									
OG0020940																																																											MBY9015757.1									
OG0020941																																																											MBY9015806.1									
OG0020942																																																											MBY9015954.1									
OG0020943																																																											MBY9015985.1									
OG0020944																																																											MBY9016015.1									
OG0020945																																																											MBY9016020.1									
OG0020946																																																											MBY9016023.1									
OG0020947																																																											MBY9016025.1									
OG0020948																																																											MBY9016028.1									
OG0020949																																																											MBY9016035.1									
OG0020950																																																											MBY9016047.1									
OG0020951																																																											MBY9016071.1									
OG0020952																																																											MBY9016111.1									
OG0020953																																																											MBY9016249.1									
OG0020954																																																											MBY9016252.1									
OG0020955																																																											MBY9016262.1									
OG0020956																																																											MBY9016265.1									
OG0020957																																																											MBY9016304.1									
OG0020958																																																											MBY9016332.1									
OG0020959																																																											MBY9016350.1									
OG0020960																																																											MBY9016362.1									
OG0020961																																																											MBY9016407.1									
OG0020962																																																											MBY9016430.1									
OG0020963																																																											MBY9016433.1									
OG0020964																																																											MBY9016512.1									
OG0020965																																																											MBY9016542.1									
OG0020966																																																											MBY9016557.1									
OG0020967																																																											MBY9016561.1									
OG0020968																																																											MBY9016717.1									
OG0020969																																																											MBY9016759.1									
OG0020970																																																											MBY9016809.1									
OG0020971																																																											MBY9016835.1									
OG0020972																																																											MBY9016928.1									
OG0020973																																																											MBY9016961.1									
OG0020974																																																											MBY9017115.1									
OG0020975																																																											MBY9017116.1									
OG0020976																																																											MBY9017153.1									
OG0020977																																																											MBY9017158.1									
OG0020978																																																											MBY9017171.1									
OG0020979																																																											MBY9017185.1									
OG0020980																																																												NHI90855.1								
OG0020981																																																												NHI90862.1								
OG0020982																																																												NHI90865.1								
OG0020983																																																												NHI90869.1								
OG0020984																																																												NHI90883.1								
OG0020985																																																												NHI90887.1								
OG0020986																																																												NHI90895.1								
OG0020987																																																												NHI90896.1								
OG0020988																																																												NHI90913.1								
OG0020989																																																												NHI90918.1								
OG0020990																																																												NHI90932.1								
OG0020991																																																												NHI90959.1								
OG0020992																																																												NHI90960.1								
OG0020993																																																												NHI90969.1								
OG0020994																																																												NHI90971.1								
OG0020995																																																												NHI90978.1								
OG0020996																																																												NHI90980.1								
OG0020997																																																												NHI90995.1								
OG0020998																																																												NHI91002.1								
OG0020999																																																												NHI91010.1								
OG0021000																																																												NHI91016.1								
OG0021001																																																												NHI91017.1								
OG0021002																																																												NHI91032.1								
OG0021003																																																												NHI91057.1								
OG0021004																																																												NHI91076.1								
OG0021005																																																												NHI91077.1								
OG0021006																																																												NHI91082.1								
OG0021007																																																												NHI91097.1								
OG0021008																																																												NHI91106.1								
OG0021009																																																												NHI91119.1								
OG0021010																																																												NHI91121.1								
OG0021011																																																												NHI91122.1								
OG0021012																																																												NHI91124.1								
OG0021013																																																												NHI91132.1								
